"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"18518","9552_at","SPAG7","9552","sperm associated antigen 7"
"18519","9553_at","MRPL33","9553","mitochondrial ribosomal protein L33"
"18520","9554_at","SEC22B","9554","SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
"18521","9555_at","H2AFY","9555","H2A histone family member Y"
"18522","9556_at","C14orf2","9556","chromosome 14 open reading frame 2"
"18523","9557_at","CHD1L","9557","chromodomain helicase DNA binding protein 1 like"
"18524","9559_at","VPS26A","9559","VPS26, retromer complex component A"
"18525","955_at","ENTPD6","955","ectonucleoside triphosphate diphosphohydrolase 6 (putative)"
"18526","9562_at","MINPP1","9562","multiple inositol-polyphosphate phosphatase 1"
"18527","9563_at","H6PD","9563","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"18528","9564_at","BCAR1","9564","BCAR1, Cas family scaffolding protein"
"18529","9567_at","GTPBP1","9567","GTP binding protein 1"
"18530","95681_at","CEP41","95681","centrosomal protein 41"
"18531","9568_at","GABBR2","9568","gamma-aminobutyric acid type B receptor subunit 2"
"18532","9569_at","GTF2IRD1","9569","GTF2I repeat domain containing 1"
"18533","956_at","ENTPD3","956","ectonucleoside triphosphate diphosphohydrolase 3"
"18534","9570_at","GOSR2","9570","golgi SNAP receptor complex member 2"
"18535","9572_at","NR1D1","9572","nuclear receptor subfamily 1 group D member 1"
"18536","9573_at","GDF3","9573","growth differentiation factor 3"
"18537","9575_at","CLOCK","9575","clock circadian regulator"
"18538","9576_at","SPAG6","9576","sperm associated antigen 6"
"18539","9577_at","BRE","9577","brain and reproductive organ-expressed (TNFRSF1A modulator)"
"18540","9578_at","CDC42BPB","9578","CDC42 binding protein kinase beta"
"18541","957_at","ENTPD5","957","ectonucleoside triphosphate diphosphohydrolase 5"
"18542","9580_at","SOX13","9580","SRY-box 13"
"18543","9581_at","PREPL","9581","prolyl endopeptidase-like"
"18544","9582_at","APOBEC3B","9582","apolipoprotein B mRNA editing enzyme catalytic subunit 3B"
"18545","9583_at","ENTPD4","9583","ectonucleoside triphosphate diphosphohydrolase 4"
"18546","9584_at","RBM39","9584","RNA binding motif protein 39"
"18547","9585_at","KIF20B","9585","kinesin family member 20B"
"18548","9586_at","CREB5","9586","cAMP responsive element binding protein 5"
"18549","9587_at","MAD2L1BP","9587","MAD2L1 binding protein"
"18550","9588_at","PRDX6","9588","peroxiredoxin 6"
"18551","9589_at","WTAP","9589","WT1 associated protein"
"18552","958_at","CD40","958","CD40 molecule"
"18553","9590_at","AKAP12","9590","A-kinase anchoring protein 12"
"18554","9592_at","IER2","9592","immediate early response 2"
"18555","9595_at","CYTIP","9595","cytohesin 1 interacting protein"
"18556","9597_at","SMAD5-AS1","9597","SMAD5 antisense RNA 1"
"18557","959_at","CD40LG","959","CD40 ligand"
"18558","9600_at","PITPNM1","9600","phosphatidylinositol transfer protein membrane associated 1"
"18559","9601_at","PDIA4","9601","protein disulfide isomerase family A member 4"
"18560","9603_at","NFE2L3","9603","nuclear factor, erythroid 2 like 3"
"18561","9604_at","RNF14","9604","ring finger protein 14"
"18562","9605_at","VPS9D1","9605","VPS9 domain containing 1"
"18563","9607_at","CARTPT","9607","CART prepropeptide"
"18564","9609_at","RAB36","9609","RAB36, member RAS oncogene family"
"18565","960_at","CD44","960","CD44 molecule (Indian blood group)"
"18566","9610_at","RIN1","9610","Ras and Rab interactor 1"
"18567","9611_at","NCOR1","9611","nuclear receptor corepressor 1"
"18568","9612_at","NCOR2","9612","nuclear receptor corepressor 2"
"18569","9615_at","GDA","9615","guanine deaminase"
"18570","9616_at","RNF7","9616","ring finger protein 7"
"18571","9617_at","MTRF1","9617","mitochondrial translation release factor 1"
"18572","9618_at","TRAF4","9618","TNF receptor associated factor 4"
"18573","9619_at","ABCG1","9619","ATP binding cassette subfamily G member 1"
"18574","961_at","CD47","961","CD47 molecule"
"18575","9620_at","CELSR1","9620","cadherin EGF LAG seven-pass G-type receptor 1"
"18576","9622_at","KLK4","9622","kallikrein related peptidase 4"
"18577","9623_at","TCL1B","9623","T-cell leukemia/lymphoma 1B"
"18578","9625_at","AATK","9625","apoptosis associated tyrosine kinase"
"18579","9626_at","GUCA1C","9626","guanylate cyclase activator 1C"
"18580","9627_at","SNCAIP","9627","synuclein alpha interacting protein"
"18581","9628_at","RGS6","9628","regulator of G-protein signaling 6"
"18582","9629_at","CLCA3P","9629","chloride channel accessory 3, pseudogene"
"18583","962_at","CD48","962","CD48 molecule"
"18584","9630_at","GNA14","9630","G protein subunit alpha 14"
"18585","9631_at","NUP155","9631","nucleoporin 155"
"18586","9632_at","SEC24C","9632","SEC24 homolog C, COPII coat complex component"
"18587","9633_at","TESMIN","9633","testis expressed metallothionein like protein"
"18588","9635_at","CLCA2","9635","chloride channel accessory 2"
"18589","9636_at","ISG15","9636","ISG15 ubiquitin-like modifier"
"18590","9637_at","FEZ2","9637","fasciculation and elongation protein zeta 2"
"18591","9638_at","FEZ1","9638","fasciculation and elongation protein zeta 1"
"18592","9639_at","ARHGEF10","9639","Rho guanine nucleotide exchange factor 10"
"18593","963_at","CD53","963","CD53 molecule"
"18594","9640_at","ZNF592","9640","zinc finger protein 592"
"18595","9641_at","IKBKE","9641","inhibitor of nuclear factor kappa B kinase subunit epsilon"
"18596","9643_at","MORF4L2","9643","mortality factor 4 like 2"
"18597","9644_at","SH3PXD2A","9644","SH3 and PX domains 2A"
"18598","96459_at","FNIP1","96459","folliculin interacting protein 1"
"18599","9645_at","MICAL2","9645","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"18600","9646_at","CTR9","9646","CTR9 homolog, Paf1/RNA polymerase II complex component"
"18601","9647_at","PPM1F","9647","protein phosphatase, Mg2+/Mn2+ dependent 1F"
"18602","9648_at","GCC2","9648","GRIP and coiled-coil domain containing 2"
"18603","9649_at","RALGPS1","9649","Ral GEF with PH domain and SH3 binding motif 1"
"18604","9650_at","MTFR1","9650","mitochondrial fission regulator 1"
"18605","9651_at","PLCH2","9651","phospholipase C eta 2"
"18606","9652_at","TTC37","9652","tetratricopeptide repeat domain 37"
"18607","9653_at","HS2ST1","9653","heparan sulfate 2-O-sulfotransferase 1"
"18608","9654_at","TTLL4","9654","tubulin tyrosine ligase like 4"
"18609","9655_at","SOCS5","9655","suppressor of cytokine signaling 5"
"18610","9656_at","MDC1","9656","mediator of DNA damage checkpoint 1"
"18611","9657_at","IQCB1","9657","IQ motif containing B1"
"18612","9658_at","ZNF516","9658","zinc finger protein 516"
"18613","9659_at","PDE4DIP","9659","phosphodiesterase 4D interacting protein"
"18614","965_at","CD58","965","CD58 molecule"
"18615","9662_at","CEP135","9662","centrosomal protein 135"
"18616","9663_at","LPIN2","9663","lipin 2"
"18617","9665_at","MARF1","9665","meiosis regulator and mRNA stability factor 1"
"18618","9666_at","DZIP3","9666","DAZ interacting zinc finger protein 3"
"18619","9667_at","SAFB2","9667","scaffold attachment factor B2"
"18620","9669_at","EIF5B","9669","eukaryotic translation initiation factor 5B"
"18621","966_at","CD59","966","CD59 molecule (CD59 blood group)"
"18622","9670_at","IPO13","9670","importin 13"
"18623","9671_at","WSCD2","9671","WSC domain containing 2"
"18624","9672_at","SDC3","9672","syndecan 3"
"18625","9673_at","SLC25A44","9673","solute carrier family 25 member 44"
"18626","9674_at","KIAA0040","9674","KIAA0040"
"18627","9675_at","TTI1","9675","TELO2 interacting protein 1"
"18628","96764_at","TGS1","96764","trimethylguanosine synthase 1"
"18629","9677_at","PPIP5K1","9677","diphosphoinositol pentakisphosphate kinase 1"
"18630","9678_at","PHF14","9678","PHD finger protein 14"
"18631","9679_at","FAM53B","9679","family with sequence similarity 53 member B"
"18632","967_at","CD63","967","CD63 molecule"
"18633","9681_at","DEPDC5","9681","DEP domain containing 5"
"18634","9682_at","KDM4A","9682","lysine demethylase 4A"
"18635","9683_at","N4BP1","9683","NEDD4 binding protein 1"
"18636","9684_at","LRRC14","9684","leucine rich repeat containing 14"
"18637","9685_at","CLINT1","9685","clathrin interactor 1"
"18638","9686_at","VGLL4","9686","vestigial like family member 4"
"18639","9687_at","GREB1","9687","growth regulation by estrogen in breast cancer 1"
"18640","9688_at","NUP93","9688","nucleoporin 93"
"18641","968_at","CD68","968","CD68 molecule"
"18642","9690_at","UBE3C","9690","ubiquitin protein ligase E3C"
"18643","9692_at","KIAA0391","9692","KIAA0391"
"18644","9693_at","RAPGEF2","9693","Rap guanine nucleotide exchange factor 2"
"18645","9694_at","EMC2","9694","ER membrane protein complex subunit 2"
"18646","9695_at","EDEM1","9695","ER degradation enhancing alpha-mannosidase like protein 1"
"18647","9696_at","CROCC","9696","ciliary rootlet coiled-coil, rootletin"
"18648","9697_at","TRAM2","9697","translocation associated membrane protein 2"
"18649","9698_at","PUM1","9698","pumilio RNA binding family member 1"
"18650","9699_at","RIMS2","9699","regulating synaptic membrane exocytosis 2"
"18651","969_at","CD69","969","CD69 molecule"
"18652","9700_at","ESPL1","9700","extra spindle pole bodies like 1, separase"
"18653","9701_at","PPP6R2","9701","protein phosphatase 6 regulatory subunit 2"
"18654","9702_at","CEP57","9702","centrosomal protein 57"
"18655","9703_at","KIAA0100","9703","KIAA0100"
"18656","9704_at","DHX34","9704","DExH-box helicase 34"
"18657","9705_at","ST18","9705","ST18, C2H2C-type zinc finger"
"18658","9706_at","ULK2","9706","unc-51 like autophagy activating kinase 2"
"18659","9709_at","HERPUD1","9709","homocysteine inducible ER protein with ubiquitin like domain 1"
"18660","970_at","CD70","970","CD70 molecule"
"18661","9710_at","KIAA0355","9710","KIAA0355"
"18662","9711_at","RUBCN","9711","RUN and cysteine rich domain containing beclin 1 interacting protein"
"18663","9712_at","USP6NL","9712","USP6 N-terminal like"
"18664","9715_at","FAM131B","9715","family with sequence similarity 131 member B"
"18665","9716_at","AQR","9716","aquarius intron-binding spliceosomal factor"
"18666","9717_at","SEC14L5","9717","SEC14 like lipid binding 5"
"18667","9718_at","ECE2","9718","endothelin converting enzyme 2"
"18668","9719_at","ADAMTSL2","9719","ADAMTS like 2"
"18669","971_at","CD72","971","CD72 molecule"
"18670","9721_at","GPRIN2","9721","G protein regulated inducer of neurite outgrowth 2"
"18671","9722_at","NOS1AP","9722","nitric oxide synthase 1 adaptor protein"
"18672","9723_at","SEMA3E","9723","semaphorin 3E"
"18673","9724_at","UTP14C","9724","UTP14, small subunit processome component homolog C (S. cerevisiae)"
"18674","9725_at","TMEM63A","9725","transmembrane protein 63A"
"18675","9726_at","ZNF646","9726","zinc finger protein 646"
"18676","9727_at","RAB11FIP3","9727","RAB11 family interacting protein 3"
"18677","9728_at","SECISBP2L","9728","SECIS binding protein 2 like"
"18678","972_at","CD74","972","CD74 molecule"
"18679","9730_at","DCAF1","9730","DDB1 and CUL4 associated factor 1"
"18680","9731_at","CEP104","9731","centrosomal protein 104"
"18681","9732_at","DOCK4","9732","dedicator of cytokinesis 4"
"18682","9733_at","SART3","9733","squamous cell carcinoma antigen recognized by T-cells 3"
"18683","9734_at","HDAC9","9734","histone deacetylase 9"
"18684","9735_at","KNTC1","9735","kinetochore associated 1"
"18685","9736_at","USP34","9736","ubiquitin specific peptidase 34"
"18686","9737_at","GPRASP1","9737","G protein-coupled receptor associated sorting protein 1"
"18687","9738_at","CCP110","9738","centriolar coiled-coil protein 110"
"18688","9739_at","SETD1A","9739","SET domain containing 1A"
"18689","973_at","CD79A","973","CD79a molecule"
"18690","9741_at","LAPTM4A","9741","lysosomal protein transmembrane 4 alpha"
"18691","9742_at","IFT140","9742","intraflagellar transport 140"
"18692","9743_at","ARHGAP32","9743","Rho GTPase activating protein 32"
"18693","9744_at","ACAP1","9744","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
"18694","9745_at","ZNF536","9745","zinc finger protein 536"
"18695","9746_at","CLSTN3","9746","calsyntenin 3"
"18696","9748_at","SLK","9748","STE20 like kinase"
"18697","9749_at","PHACTR2","9749","phosphatase and actin regulator 2"
"18698","974_at","CD79B","974","CD79b molecule"
"18699","9750_at","RIPOR2","9750","RHO family interacting cell polarization regulator 2"
"18700","9751_at","SNPH","9751","syntaphilin"
"18701","9752_at","PCDHA9","9752","protocadherin alpha 9"
"18702","9753_at","ZSCAN12","9753","zinc finger and SCAN domain containing 12"
"18703","9754_at","STARD8","9754","StAR related lipid transfer domain containing 8"
"18704","9755_at","TBKBP1","9755","TBK1 binding protein 1"
"18705","9757_at","KMT2B","9757","lysine methyltransferase 2B"
"18706","9758_at","FRMPD4","9758","FERM and PDZ domain containing 4"
"18707","9759_at","HDAC4","9759","histone deacetylase 4"
"18708","975_at","CD81","975","CD81 molecule"
"18709","9760_at","TOX","9760","thymocyte selection associated high mobility group box"
"18710","9761_at","MLEC","9761","malectin"
"18711","9762_at","LZTS3","9762","leucine zipper tumor suppressor family member 3"
"18712","9764_at","KIAA0513","9764","KIAA0513"
"18713","9765_at","ZFYVE16","9765","zinc finger FYVE-type containing 16"
"18714","9766_at","SUSD6","9766","sushi domain containing 6"
"18715","9767_at","JADE3","9767","jade family PHD finger 3"
"18716","9768_at","PCLAF","9768","PCNA clamp associated factor"
"18717","976_at","ADGRE5","976","adhesion G protein-coupled receptor E5"
"18718","9770_at","RASSF2","9770","Ras association domain family member 2"
"18719","9771_at","RAPGEF5","9771","Rap guanine nucleotide exchange factor 5"
"18720","9772_at","TMEM94","9772","transmembrane protein 94"
"18721","9774_at","BCLAF1","9774","BCL2 associated transcription factor 1"
"18722","9775_at","EIF4A3","9775","eukaryotic translation initiation factor 4A3"
"18723","9776_at","ATG13","9776","autophagy related 13"
"18724","9777_at","TM9SF4","9777","transmembrane 9 superfamily member 4"
"18725","9778_at","KIAA0232","9778","KIAA0232"
"18726","9779_at","TBC1D5","9779","TBC1 domain family member 5"
"18727","977_at","CD151","977","CD151 molecule (Raph blood group)"
"18728","9780_at","PIEZO1","9780","piezo type mechanosensitive ion channel component 1"
"18729","9781_at","RNF144A","9781","ring finger protein 144A"
"18730","9782_at","MATR3","9782","matrin 3"
"18731","9783_at","RIMS3","9783","regulating synaptic membrane exocytosis 3"
"18732","9784_at","SNX17","9784","sorting nexin 17"
"18733","9785_at","DHX38","9785","DEAH-box helicase 38"
"18734","9786_at","KIAA0586","9786","KIAA0586"
"18735","9787_at","DLGAP5","9787","DLG associated protein 5"
"18736","9788_at","MTSS1","9788","MTSS1, I-BAR domain containing"
"18737","9789_at","SPCS2","9789","signal peptidase complex subunit 2"
"18738","978_at","CDA","978","cytidine deaminase"
"18739","9790_at","BMS1","9790","BMS1, ribosome biogenesis factor"
"18740","9791_at","PTDSS1","9791","phosphatidylserine synthase 1"
"18741","9792_at","SERTAD2","9792","SERTA domain containing 2"
"18742","9793_at","CKAP5","9793","cytoskeleton associated protein 5"
"18743","9794_at","MAML1","9794","mastermind like transcriptional coactivator 1"
"18744","9796_at","PHYHIP","9796","phytanoyl-CoA 2-hydroxylase interacting protein"
"18745","9797_at","TATDN2","9797","TatD DNase domain containing 2"
"18746","9798_at","IST1","9798","IST1, ESCRT-III associated factor"
"18747","97_at","ACYP1","97","acylphosphatase 1"
"18748","9801_at","MRPL19","9801","mitochondrial ribosomal protein L19"
"18749","9802_at","DAZAP2","9802","DAZ associated protein 2"
"18750","9804_at","TOMM20","9804","translocase of outer mitochondrial membrane 20"
"18751","9805_at","SCRN1","9805","secernin 1"
"18752","9806_at","SPOCK2","9806","SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2"
"18753","9807_at","IP6K1","9807","inositol hexakisphosphate kinase 1"
"18754","9808_at","KIAA0087","9808","KIAA0087 lncRNA"
"18755","9810_at","RNF40","9810","ring finger protein 40"
"18756","9811_at","CTIF","9811","cap binding complex dependent translation initiation factor"
"18757","9812_at","KIAA0141","9812","KIAA0141"
"18758","9813_at","EFCAB14","9813","EF-hand calcium binding domain 14"
"18759","9814_at","SFI1","9814","SFI1 centrin binding protein"
